url,localizacao,tipo,area_ha,area_m2,descricao,preco,valor_m2,quartos,suites,vagas,creci,total_comodos,categoria_area,categoria_preco
/imovel/rural-3-quartos-venda-recanto-das-emas-recanto-das-emas-df-rodovia-df-280-1142729,"RODOVIA DF 280, RECANTO DAS EMAS, RECANTO DAS EMAS","Venda Rural 2,90 ha",2.9,29000.0,Sítio 40 Km de Brasília - 30.000m - Lazer completo,1999000.0,68.0,3,2,23,30954,5,Médio (1-10 ha),Alto (1.5M-5M)
/imovel/rural-4-quartos-venda-estancias-vila-rica-sobradinho-df-rodovia-br-020-km-128-1198590,"Rodovia BR 020 KM 12,8, ESTANCIAS VILA RICA, SOBRADINHO","Venda Rural 0,04 ha",0.04,400.0,Estancias Vila Rica ACEITA PERMUTA,1250000.0,3.0,4,4,2,24787,8,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-4-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-13-835402,"Rua 13, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 2,00 ha",2.0,20000.0,"Chácara com 4 dormitórios à venda, 20000 m² por R$ 1.600.000,00 - Núcleo Rural Lago Oeste - Sobradin",1600000.0,80.0,4,4,4,26957,8,Médio (1-10 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-sitio-forquilha-rua-5-1135892,"Sítio Forquilha Rua 5, JARDIM BOTANICO, BRASILIA","Venda Rural 5,00 ha",5.0,50000.0,"TERRENO ESCRITURADA, 5 HECTARES EM ÁREA DE EXPANSÃO URBANA",4990999.0,99.0,0,0,0,25363,0,Médio (1-10 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-21-935712,"Rua 21, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 9,00 ha",9.0,90000.0,2 KM DA DF 170   RUA 21 AO LADO DO PARQUE NACIONAL DE BRASILIA,650000.0,7.0,0,0,33,31591,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-4-quartos-venda-paranoa-paranoa-df-capao-da-onca-1071553,"Capão da Onça, PARANOA, PARANOA","Venda Rural 27,00 ha",27.0,270000.0,Chácara a venda 35 hectares - Formada...,549900.0,2.0,4,0,10,25364,4,Grande (10-100 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-paranoa-paranoa-df-rodovia-df-130-km-31-1213579,"Rodovia DF 130 KM 31, PARANOA, PARANOA","Venda Rural 2,00 ha",2.0,20000.0,DF 270,480000.0,24.0,0,0,0,5580,0,Médio (1-10 ha),Baixo (≤500k)
/imovel/rural-4-quartos-venda-altiplano-leste-brasilia-df-rodovia-df-001-altiplano-leste-1147484,"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA","Venda Rural 0,06 ha",0.06,600.0,"Excelente chácara, 3 hectares, com rio no Altiplano Leste com escritura e registro",3300000.0,6.0,4,2,0,27352,6,Pequeno (≤1 ha),Alto (1.5M-5M)
/imovel/rural-4-quartos-venda-lago-sul-brasilia-df-shis-qi-23-chacara-s-1-a-5-1199374,"SHIS QI 23 Chacará s 1 a 5, LAGO SUL, BRASILIA","Venda Rural 0,60 ha",0.6,6000.0,CHÁCARA - 2 CASAS + ANEXOS - Qi23 LAGO SUL,10000000.0,1.0,9,7,20,19812,16,Pequeno (≤1 ha),Muito Alto (>5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-5-1093198,"Rua 5, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 0,04 ha",0.04,400.0,ESQUINA COM 3 ACESSOS,980000.0,2.0,0,0,4,5869,0,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-4-quartos-venda-setor-oeste-gama-df-quadra-6-1190614,"Quadra 6, SETOR OESTE, GAMA","Venda Rural 3,00 ha",3.0,30000.0,,1300000.0,43.0,6,2,0,28286,8,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-altiplano-leste-brasilia-df-rodovia-df-001-altiplano-leste-581238,"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,ALTIPLANO LESTE - MARAVILHOSA,1100000.0,55.0,0,0,0,1658,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-16-1150596,"Rua 16, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 2,20 ha",2.2,22000.0,,1500000.0,68.0,0,0,6,30017,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-1-quarto-venda-jardim-botanico-brasilia-df-condominio-belvedere-green-462345,"Condomínio Belvedere Green, JARDIM BOTANICO, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,"Chácara à venda, 20.000m² por R$ 1.350.000 - Condomínio Belvedere Green - Jardim Botânico - Brasília",1350000.0,67.0,1,0,0,25158,1,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-2-955748,"Rua 2, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 0,00 ha",0.0,0.0,CHÁCARA RUA 02,1100000.0,550.0,0,0,2,27141,0,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-3-quartos-venda-granja-do-torto-brasilia-df-granja-do-torto-1155672,"GRANJA DO TORTO, GRANJA DO TORTO, BRASILIA","Venda Rural 0,02 ha",0.02,200.0,"Granja do Torto, Chácara com localização privilegiada, Brasília, DF",580000.0,3.0,3,0,2,3545,3,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-11-1196932,"Rua 11, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 2,00 ha",2.0,20000.0,,1250000.0,62.0,0,0,0,24850,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-zona-rural-luziania-go-area-rural-563618,"Area Rural, ZONA RURAL, LUZIANIA","Venda Rural 36,60 ha",36.6,366000.0,,3500000.0,9.0,0,0,0,17420,0,Grande (10-100 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-paranoa-paranoa-df-rodovia-df-130-km-31-1187714,"Rodovia DF 130 KM 31, PARANOA, PARANOA","Venda Rural 23,00 ha",23.0,230000.0,"Terreno plano ,800 metros margeando a Df 130",3700000.0,16.0,0,0,0,24770,0,Grande (10-100 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-rodovia-df-135-km-9-635299,"Rodovia DF 135 KM 9, JARDIM BOTANICO, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,"CHACARA  COM VISTA EXTRAORDINARIA,com mata no fundo ..",280000.0,14.0,0,0,0,24770,0,Médio (1-10 ha),Baixo (≤500k)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-10-1201798,"Rua 10, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 2,00 ha",2.0,20000.0,,1200000.0,60.0,0,0,8,27315,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-altiplano-leste-884932,"Altiplano Leste, JARDIM BOTANICO, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,Chácara Altiplano Leste 20.000m²,400000.0,20.0,0,0,0,9722,0,Médio (1-10 ha),Baixo (≤500k)
/imovel/rural-3-quartos-venda-setor-tradicional-brazlandia-df-quadra-6-1132950,"Quadra 6, SETOR TRADICIONAL, BRAZLANDIA","Venda Rural 0,04 ha",0.04,400.0,,779000.0,1.0,3,1,0,28286,4,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-3-quartos-venda-arniqueira-aguas-claras-df-sha-conjunto-6-chacara-25a-1155673,"SHA Conjunto 6 Chacará 25A, ARNIQUEIRA, AGUAS CLARAS","Venda Rural 2,90 ha",2.9,29000.0,"SHA Conjunto 5, área comercial e residencial à venda, excelente oportunidade.",10500000.0,362.0,3,1,4,3545,4,Médio (1-10 ha),Muito Alto (>5M)
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-df140-km-11-1207237,"DF140 KM 11, JARDIM BOTANICO, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,Ao lado do Alphaville,400000.0,20.0,0,0,0,4972,0,Médio (1-10 ha),Baixo (≤500k)
/imovel/rural-0-quartos-venda-area-rural-de-cidade-ocidental-cidade-ocidental-go-area-rural-996770,"AREA RURAL, AREA RURAL DE CIDADE OCIDENTAL, CIDADE OCIDENTAL","Venda Rural 13,00 ha",13.0,130000.0,OPORTUNIDADE ÚNICA: Fazenda MARIA MOURA à venda na Área Rural,975000.0,7.0,0,0,0,9722,0,Grande (10-100 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-18-1071658,"Rua 18, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 2,00 ha",2.0,20000.0,,1900000.0,95.0,0,0,10,7626,0,Médio (1-10 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-ponte-alta-gama-df-rodovia-df-001-98453,"Rodovia DF 001, PONTE ALTA, GAMA","Venda Rural 19,20 ha",19.2,192000.0,Ponte Alta de Baixo,6000000.0,31.0,0,0,0,20106,0,Grande (10-100 ha),Muito Alto (>5M)
/imovel/rural-4-quartos-venda-setor-residencial-mestre-darmas-planaltina-df-jardim-morumbi-1117917,"Jardim Morumbí, SETOR RESIDENCIAL MESTRE DARMAS, PLANALTINA","Venda Rural 5,22 ha",5.22,52200.0,"Chácara formada, excelente oportunida...",795000.0,15.0,5,3,10,25364,8,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-2-quartos-venda-santo-antonio-do-descoberto-santo-antonio-do-descoberto-go-santo-antonio-do-descoberto-324380,"SANTO ANTONIO DO DESCOBERTO, SANTO ANTONIO DO DESCOBERTO, SANTO ANTONIO DO DESCOBERTO","Venda Rural 0,01 ha",0.01,100.0,VENDA FAZENDA DUPLA PETIDÃO SANTO ANTÔNIO DO DESCOBERTO,10000000.0,142.0,2,0,0,5211,2,Pequeno (≤1 ha),Muito Alto (>5M)
/imovel/rural-0-quartos-venda-centro-santo-antonio-do-descoberto-go-quadra-103b-797609,"Quadra 103B, CENTRO, SANTO ANTONIO DO DESCOBERTO","Venda Rural 2,10 ha",2.1,21000.0,,139000.0,6.0,0,0,0,23922,0,Médio (1-10 ha),Baixo (≤500k)
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-rodovia-df-135-km-9-1119649,"Rodovia DF 135 KM 9, JARDIM BOTANICO, BRASILIA","Venda Rural 11,60 ha",11.6,116000.0,,2300000.0,19.0,0,0,0,24770,0,Grande (10-100 ha),Alto (1.5M-5M)
/imovel/rural-2-quartos-venda-granja-do-torto-brasilia-df-granja-do-torto-1204557,"GRANJA DO TORTO, GRANJA DO TORTO, BRASILIA","Venda Rural 0,70 ha",0.7,7000.0,Chácara a venda no Núcleo Rural Granja do Torto ( Núcleo Rural Boa Esperança) - Chácara Igarape,1499000.0,214.0,2,1,5,CJ5242,3,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-4-quartos-venda-zona-de-dinamizacao-santa-maria-df-nucleo-rural-de-santa-maria-841729,"NUCLEO RURAL DE SANTA MARIA, ZONA DE DINAMIZACAO, SANTA MARIA","Venda Rural 0,04 ha",0.04,400.0,CHACARA RIQUISSIMA EM AGUA - PARADISIACA! A 25 MINUTOS DA PONTE JK!!,1600000.0,4.0,5,4,82,6621,9,Pequeno (≤1 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-estancias-vila-rica-sobradinho-df-rodovia-br-020-km-128-769170,"Rodovia BR 020 KM 12,8, ESTANCIAS VILA RICA, SOBRADINHO","Venda Rural 0,12 ha",0.12,1200.0,Samuel Pereira oferece: Mansão Alto Padrão 20.000 m² Condomínio Fechado Regularizado,3900000.0,3.0,0,0,6,16508,0,Pequeno (≤1 ha),Alto (1.5M-5M)
/imovel/rural-4-quartos-venda-colonia-agricola-alexandre-gusmao-brazlandia-df-quadra-9-996801,"Quadra 9, COLONIA AGRICOLA ALEXANDRE GUSMAO, BRAZLANDIA","Venda Rural 2,50 ha",2.5,25000.0,"CHÁCARA ESPETACULAR LUXOR, INCRA 09  4 QUARTOS 25 MIL M² ESCRITURADA REGISTRADA GEO ÁREA DE LAZER CO",3500000.0,140.0,6,4,100,4749,10,Médio (1-10 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-df140-km-11-695443,"DF140 KM 11, JARDIM BOTANICO, BRASILIA","Venda Rural 2,05 ha",2.05,20500.0,"CHÁC, 20.500 m2 NÚC. RURAL BARREIRO 1, BAIXOU 800.000,00 ESCRITURADA e bem localizada, plana, com várias qualidades de frutas - BARREIRO 1",800000.0,39.0,0,0,2,10846,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rodovia-df-170-898783,"Rodovia DF 170, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 0,02 ha",0.02,200.0,Excelente Localização,998000.0,4.0,0,0,0,29702,0,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-zona-rural-sao-sebastiao-df-rural-1186106,"RURAL, ZONA RURAL, SAO SEBASTIAO","Venda Rural 18,00 ha",18.0,180000.0,Com aguada ao fundo Área de grande expansão urbana,2295000.0,12.0,0,0,0,29896,0,Grande (10-100 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-5-1160315,"Rua 5, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 0,02 ha",0.02,200.0,,1980000.0,9.0,0,0,5,31189,0,Pequeno (≤1 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-colonia-agricola-alexandre-gusmao-brazlandia-df-quadra-8-1150546,"Quadra 8, COLONIA AGRICOLA ALEXANDRE GUSMAO, BRAZLANDIA","Venda Rural 4,72 ha",4.72,47200.0,,10000000.0,211.0,0,0,0,10802,0,Médio (1-10 ha),Muito Alto (>5M)
/imovel/rural-0-quartos-venda-sobradinho-sobradinho-df-nucleo-rural-sobradinho-i-589545,"Núcleo Rural Sobradinho I, SOBRADINHO, SOBRADINHO","Venda Rural 0,00 ha",0.0,0.0,,3300000.0,10.0,0,0,0,3561,0,Pequeno (≤1 ha),Alto (1.5M-5M)
/imovel/rural-3-quartos-venda-jardim-botanico-brasilia-df-df140-km-11-1148120,"DF140 KM 11, JARDIM BOTANICO, BRASILIA","Venda Rural 0,02 ha",0.02,200.0,Chácara no Barreiro,1400000.0,9.0,3,2,0,21696,5,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-setor-tororo-brasilia-df-rodovia-df-140-km-45-985481,"Rodovia DF 140 km 45, SETOR TORORO, BRASILIA","Venda Rural 2,20 ha",2.2,22000.0,KM 08 CHACÁRA 100   URGENTE!!! ESCRITURADO E REGISTRADO!! CHACÁRA ÓTIMA PARA FAZER CONDOMINIO FAMILIAR!!,1260000.0,57.0,0,0,0,8165,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-condominio-le-jardin-1111078,"Condomínio Le Jardin, JARDIM BOTANICO, BRASILIA","Venda Rural 0,04 ha",0.04,400.0,Terreno Condomínio em Setor Habitacio...,350000.0,909.0,0,0,0,25021CJ,0,Pequeno (≤1 ha),Baixo (≤500k)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-15-705580,"Rua 15, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 0,05 ha",0.05,500.0,,1400000.0,2.0,0,0,4,13216,0,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-estancias-vila-rica-sobradinho-df-rodovia-br-020-980551,"RODOVIA BR 020, ESTANCIAS VILA RICA, SOBRADINHO","Venda Rural 0,04 ha",0.04,400.0,Núcleo Rural Sarandy Excelente chácara de 20.000 m² no Núcleo Rural Sarandy - BR-020 km,1300000.0,3.0,0,0,4,25592,0,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-rodovia-df-135-km-9-1061497,"Rodovia DF 135 KM 9, JARDIM BOTANICO, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,Terreno com mata e vista extraordinária,280000.0,14.0,0,0,0,24770,0,Médio (1-10 ha),Baixo (≤500k)
/imovel/rural-0-quartos-venda-ceilandia-sul-ceilandia-df-df-180-km-4-portaria-do-condominio-759206,"DF 180 KM 4 (Portaria do Condomínio), CEILANDIA SUL, CEILANDIA","Venda Rural 13,50 ha",13.5,135000.0,",Samambaia, Brasília ACEITA IMÓVEL COMO PARTE DE PAGAMENTO.",790000.0,5.0,0,0,4,29108 CJ,0,Grande (10-100 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-18-1098579,"Rua 18, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 2,00 ha",2.0,20000.0,ÓTIMA CHÁCARA,990000.0,49.0,0,0,8,27315,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-cidade-ocidental-cidade-ocidental-go-jardim-abc-de-goias-1225599,"Jardim ABC de Goiás, CIDADE OCIDENTAL, CIDADE OCIDENTAL","Venda Rural 50,00 ha",50.0,500000.0,,3000000.0,6.0,0,0,0,5230,0,Grande (10-100 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-zona-rural-planaltina-df-rodovia-br020-km-18-ent-embrapa-cpac-nucleo-rural-sarandy-622211,"Rodovia BR-020 km 18 Ent Embrapa CPAC Núcleo Rural Sarandy, ZONA RURAL, PLANALTINA","Venda Rural 0,01 ha",0.01,100.0,Excelente chácara no Núcleo Rural Sarandy - Rodovia BR-020 km - 18 Entrada da Embrapa,430000.0,2.0,0,0,2,25592,0,Pequeno (≤1 ha),Baixo (≤500k)
/imovel/rural-0-quartos-venda-altiplano-leste-brasilia-df-rodovia-df-001-altiplano-leste-987055,"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,,2299000.0,114.0,0,0,0,22303,0,Médio (1-10 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-altiplano-leste-brasilia-df-rodovia-df-001-altiplano-leste-677920,"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA","Venda Rural 34,84 ha",34.84,348400.00000000006,HÁ 16KM DA PONTE JK,4500000.0,12.0,0,0,0,1658,0,Grande (10-100 ha),Alto (1.5M-5M)
/imovel/rural-4-quartos-venda-planaltina-planaltina-df-df-220-km-03-1193872,"DF 220 KM 03, PLANALTINA, PLANALTINA","Venda Rural 4,00 ha",4.0,40000.0,Chácara à venda em Brazlândia: 40.000...,850000.0,21.0,5,0,7,25364,5,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-3-quartos-venda-lago-norte-brasilia-df-smln-mi-trecho-05-1031767,"SMLN MI Trecho 05, LAGO NORTE, BRASILIA","Venda Rural 2,31 ha",2.31,23100.0,Chácara Lago Norte com 23052 m² por R$ 9.220.800 - Lago Norte - Brasília/DF,9220800.0,400.0,3,0,6,16359,3,Médio (1-10 ha),Muito Alto (>5M)
/imovel/rural-4-quartos-venda-zona-rural-santo-antonio-do-descoberto-go-area-rural-1163209,"Area Rural, ZONA RURAL, SANTO ANTONIO DO DESCOBERTO","Venda Rural 0,03 ha",0.03,300.0,Fazenda  Santo Antonio do Descoberto - 11 Hectares - Córrego/Nascentes -  110 mil m² por R$ 1.850.00,1850000.0,6.0,5,3,0,358,8,Pequeno (≤1 ha),Alto (1.5M-5M)
/imovel/rural-4-quartos-venda-zona-rural-planaltina-df-zona-rural-1227051,"Zona Rural, ZONA RURAL, PLANALTINA","Venda Rural 2,00 ha",2.0,20000.0,"Nucleo Rural Quintas do Maranhão Chácara dos Sonhos – Conforto, Natureza e Lazer em um só lugar!",650000.0,32.0,6,0,10,11619,6,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-3-quartos-venda-brazlandia-brazlandia-df-rodovia-df-220-1218192,"RODOVIA DF 220, BRAZLANDIA, BRAZLANDIA","Venda Rural 0,02 ha",0.02,200.0,AS MARGENS DA DF 220,400000.0,2.0,3,1,3,32223,4,Pequeno (≤1 ha),Baixo (≤500k)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-1-1061977,"Rua 1, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 2,00 ha",2.0,20000.0,RUA 01 COM VISTA PARA O VALE,980000.0,49.0,0,0,5,27315,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-2-1047560,"Rua 2, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 2,00 ha",2.0,20000.0,ÓTIMA CHÁCARA NA RUA 02,1150000.0,57.0,0,0,8,27315,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-6-1011599,"Rua 6, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 2,00 ha",2.0,20000.0,CHÁCARA COM VISTA PARA O VALE,1290000.0,64.0,0,0,8,27315,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-zona-rural-santo-antonio-do-descoberto-go-area-rural-1110463,"Area Rural, ZONA RURAL, SANTO ANTONIO DO DESCOBERTO","Venda Rural 0,02 ha",0.02,200.0,"LINDA FAZENDA A BEIRA DO RIO, PASTO FORMADO",3300000.0,16.0,0,0,0,9825,0,Pequeno (≤1 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-rodovia-df-135-km-9-1119652,"Rodovia DF 135 KM 9, JARDIM BOTANICO, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,,295000.0,14.0,0,0,0,24770,0,Médio (1-10 ha),Baixo (≤500k)
/imovel/rural-0-quartos-venda-altiplano-leste-brasilia-df-rodovia-df-001-altiplano-leste-830578,"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,ESCRITURADA E REGISTRADA,1500000.0,75.0,0,0,0,1658,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-3-quartos-venda-grande-colorado-sobradinho-df-condominio-vivendas-bela-vista-1106026,"Condomínio Vivendas Bela Vista, GRANDE COLORADO, SOBRADINHO","Venda Rural 0,05 ha",0.05,500.0,"Chácara comercial à venda em Sobradinho, Brasília-DF: excelente oportunidade de investimento!",3500000.0,7.0,3,0,0,28907,3,Pequeno (≤1 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-altiplano-leste-brasilia-df-rodovia-df-001-altiplano-leste-1236473,"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,"100% PLANA E A 590 METROS DO ASFALTO !!! 100% PLANA, TODA CERCADA, MATRÍCULA LIBERADA",1900000.0,95.0,0,0,0,7038,0,Médio (1-10 ha),Alto (1.5M-5M)
/imovel/rural-4-quartos-venda-zona-rural-ceilandia-df-gleba-03-nucleo-rural-alexandre-gusmao-1157109,"Gleba 03 Nucleo Rural Alexandre Gusmao, ZONA RURAL, CEILANDIA","Venda Rural 0,03 ha",0.03,300.0,PRÓXIMO A PISTA LOCALIZAÇÃO EXCELENTE,2350000.0,7.0,4,1,50,31027,5,Pequeno (≤1 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-altiplano-leste-brasilia-df-rodovia-df-001-altiplano-leste-734444,"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA","Venda Rural 8,00 ha",8.0,80000.0,"COM VISTA, RIO E CASA MARAVILHOSA",1600000.0,20.0,0,0,0,1658,0,Médio (1-10 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-paranoa-paranoa-df-area-rural-1200053,"Área Rural, PARANOA, PARANOA","Venda Rural 45,90 ha",45.9,459000.0,"ÓTIMO SÍTIO, TERRA DE SOJA, REGIÃO DO PADF",3500000.0,7.0,0,0,0,9825,0,Grande (10-100 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-setor-habitacional-tororo-1074590,"Setor Habitacional Tororo, JARDIM BOTANICO, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,Excelente oportunidade de negócio em uma das áreas de expansão urbana que mais cresce no DF.,1800000.0,90.0,0,0,0,7043,0,Médio (1-10 ha),Alto (1.5M-5M)
/imovel/rural-3-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-3-1155904,"Rua 3, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 0,05 ha",0.05,500.0,"Chácara com 22.000m² à venda, Rua 03, no Lago Oeste.",1400000.0,2.0,3,3,5,3545,6,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-17-1137738,"Rua 17, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 0,04 ha",0.04,400.0,Viinhança formada,1099000.0,2.0,0,0,50,31027,0,Pequeno (≤1 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-9-721265,"Rua 9, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 2,00 ha",2.0,20000.0,ÓTIMA CHÁCARA COM ESTRUTURA EXUBERANTE,3100000.0,155.0,0,0,12,27315,0,Médio (1-10 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-altiplano-leste-brasilia-df-rodovia-df-001-altiplano-leste-631896,"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,"VISTA LIVRE, ESPETACULAR",2200000.0,110.0,0,0,0,1658,0,Médio (1-10 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-paranoa-paranoa-df-nucleo-rural-altiplano-leste-1197116,"Nucleo Rural Altiplano Leste, PARANOA, PARANOA","Venda Rural 2,00 ha",2.0,20000.0,"Chácara para Venda em Brasília, Jardim Botânico",1100000.0,55.0,0,0,0,15703,0,Médio (1-10 ha),Médio (500k-1.5M)
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-24-979300,"Rua 24, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 0,44 ha",0.44,4400.0,"Vendo Excelente Sítio, Paraiso Natural com lagoa, piscina,lazer e 4 estufa para planil",1980000.0,449.0,0,0,1,27943,0,Pequeno (≤1 ha),Alto (1.5M-5M)
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-altiplano-leste-1207247,"Altiplano Leste, JARDIM BOTANICO, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,,2400000.0,120.0,0,0,0,27017,0,Médio (1-10 ha),Alto (1.5M-5M)
