url,localizacao,tipo,area_ha,area_m2,descricao,preco,valor_m2,quartos,suites,vagas,creci
/imovel/rural-3-quartos-venda-taguatinga-norte-taguatinga-df-area-de-chacara-s-1218030,"Área de Chacará S, TAGUATINGA NORTE, TAGUATINGA","Venda Rural 1,60 ha",1.6,16000.0,"SITIO/CHÁCARA COM CASA 3 QUARTOS / BR070 FRENTE QNG TAG. NORTE , 22.000M²",1100000.0,68.0,3,1,2,19701
/imovel/rural-0-quartos-venda-zona-rural-brasilia-df-rodovia-df-001-quadra-10-boqueirao-1220504,"Rodovia DF 001, Quadra 10 (Boqueirão), ZONA RURAL, BRASILIA","Venda Rural 1,30 ha",1.3,13000.0,córrego e muitas nascentes dentro do terreno,260000.0,20.0,0,0,0,24770
/imovel/rural-0-quartos-venda-paranoa-paranoa-df-rodovia-df-130-km-31-1089091,"Rodovia DF 130 KM 31, PARANOA, PARANOA","Venda Rural 0,80 ha",0.8,8000.0,córrego e muitas nascentes dentro do terreno,175000.0,21.0,0,0,1,24770
/imovel/rural-0-quartos-venda-paranoa-paranoa-df-area-rural-1201898,"Área Rural, PARANOA, PARANOA","Venda Rural 112,00 ha",112.0,1120000.0,Excelente negócio,7000000.0,6.0,0,0,0,30118
/imovel/rural-0-quartos-venda-paranoa-paranoa-df-rodovia-df-130-km-31-1213579,"Rodovia DF 130 KM 31, PARANOA, PARANOA","Venda Rural 2,00 ha",2.0,20000.0,DF 270,480000.0,24.0,0,0,0,5580
/imovel/rural-4-quartos-venda-altiplano-leste-brasilia-df-rodovia-df-001-altiplano-leste-1112506,"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA","Venda Rural 0,04 ha",0.04,400.0,Chácara registrada escriturada no altiplano leste morro alto,2599900.0,7.0,6,2,10,25363
/imovel/rural-4-quartos-venda-estancias-vila-rica-sobradinho-df-rodovia-br-020-km-128-1198590,"Rodovia BR 020 KM 12,8, ESTANCIAS VILA RICA, SOBRADINHO","Venda Rural 0,04 ha",0.04,400.0,Estancias Vila Rica ACEITA PERMUTA,1250000.0,3.0,4,4,2,24787
/imovel/rural-0-quartos-venda-area-rural-de-cidade-ocidental-cidade-ocidental-go-area-rural-996770,"AREA RURAL, AREA RURAL DE CIDADE OCIDENTAL, CIDADE OCIDENTAL","Venda Rural 13,00 ha",13.0,130000.0,OPORTUNIDADE ÚNICA: Fazenda MARIA MOURA à venda na Área Rural,975000.0,7.0,0,0,0,9722
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-altiplano-leste-884932,"Altiplano Leste, JARDIM BOTANICO, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,Chácara Altiplano Leste 20.000m²,400000.0,20.0,0,0,0,9722
/imovel/rural-3-quartos-venda-grande-colorado-sobradinho-df-condominio-vivendas-bela-vista-1106026,"Condomínio Vivendas Bela Vista, GRANDE COLORADO, SOBRADINHO","Venda Rural 0,05 ha",0.05,500.0,"Chácara comercial à venda em Sobradinho, Brasília-DF: excelente oportunidade de investimento!",3500000.0,7.0,3,0,0,28907
/imovel/rural-3-quartos-venda-lago-norte-brasilia-df-smln-mi-trecho-05-1031767,"SMLN MI Trecho 05, LAGO NORTE, BRASILIA","Venda Rural 2,31 ha",2.31,23100.0,Chácara Lago Norte com 23052 m² por R$ 9.220.800 - Lago Norte - Brasília/DF,9220800.0,400.0,3,0,6,16359
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-condominio-le-jardin-1111078,"Condomínio Le Jardin, JARDIM BOTANICO, BRASILIA","Venda Rural 0,04 ha",0.04,400.0,Terreno Condomínio em Setor Habitacio...,350000.0,909.0,0,0,0,25021CJ
/imovel/rural-0-quartos-venda-nucleo-rural-lago-oeste-sobradinho-df-rua-17-1137738,"Rua 17, NUCLEO RURAL LAGO OESTE, SOBRADINHO","Venda Rural 0,04 ha",0.04,400.0,Viinhança formada,1099000.0,2.0,0,0,50,31027
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-rodovia-df-135-km-9-1119652,"Rodovia DF 135 KM 9, JARDIM BOTANICO, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,,295000.0,14.0,0,0,0,24770
/imovel/rural-0-quartos-venda-jardim-botanico-brasilia-df-altiplano-leste-1207247,"Altiplano Leste, JARDIM BOTANICO, BRASILIA","Venda Rural 2,00 ha",2.0,20000.0,,2400000.0,120.0,0,0,0,27017
